Title,Author,ISBN,Circulation,Library,Branch,Code,Variable,Total_2010,Total_2011,Total_2013,Total_2012,Total_2015,Total_2014,Total_2017,Total_2016,year,value
NA,NA,NA,NA,NA,St. Paul Bookmobile,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,2080
NA,NA,NA,NA,NA,St. Paul Bookmobile,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,116379
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Total Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,15163
NA,NA,NA,NA,NA,St. Paul Bookmobile,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,576
NA,NA,NA,NA,NA,St. Paul Bookmobile,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,3074
NA,NA,NA,NA,NA,St. Paul Bookmobile,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,1
NA,NA,NA,NA,NA,St. Paul Bookmobile,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,92
NA,NA,NA,NA,NA,St. Paul Bookmobile,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,18906
NA,NA,NA,NA,NA,St. Paul Bookmobile,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2011,26
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2011,30804
NA,NA,NA,NA,NA,Rondo Community Outreach,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2011,32556
NA,NA,NA,NA,NA,Rondo Community Outreach,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2011,8026
NA,NA,NA,NA,NA,Rondo Community Outreach,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,40582
NA,NA,NA,NA,NA,Rondo Community Outreach,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2011,436659
NA,NA,NA,NA,NA,Rondo Community Outreach,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2011,62764
NA,NA,NA,NA,NA,Rondo Community Outreach,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,Rondo Community Outreach,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,69851
NA,NA,NA,NA,NA,Rondo Community Outreach,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,92599
NA,NA,NA,NA,NA,Rondo Community Outreach,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,308
NA,NA,NA,NA,NA,Rondo Community Outreach,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,5456
NA,NA,NA,NA,NA,Rondo Community Outreach,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,26
NA,NA,NA,NA,NA,Rondo Community Outreach,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,248
NA,NA,NA,NA,NA,Rondo Community Outreach,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,108384
NA,NA,NA,NA,NA,Rondo Community Outreach,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,582
NA,NA,NA,NA,NA,Rondo Community Outreach,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,8621
NA,NA,NA,NA,NA,Rondo Community Outreach,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,Rondo Community Outreach,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,200983
NA,NA,NA,NA,NA,Rondo Community Outreach,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,68643
NA,NA,NA,NA,NA,Rondo Community Outreach,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,5246
NA,NA,NA,NA,NA,Rondo Community Outreach,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,9060
NA,NA,NA,NA,NA,Rondo Community Outreach,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,81
NA,NA,NA,NA,NA,Rondo Community Outreach,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,96
NA,NA,NA,NA,NA,Rondo Community Outreach,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,83126
NA,NA,NA,NA,NA,Rondo Community Outreach,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2011,87
NA,NA,NA,NA,NA,Rondo Community Outreach,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Central,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2011,17295
NA,NA,NA,NA,NA,Central,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2011,42864
NA,NA,NA,NA,NA,Central,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2011,18935
NA,NA,NA,NA,NA,Central,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,61799
NA,NA,NA,NA,NA,Central,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2011,271299
NA,NA,NA,NA,NA,Central,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2011,97080
NA,NA,NA,NA,NA,Central,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2011,3
NA,NA,NA,NA,NA,Central,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,44081
NA,NA,NA,NA,NA,Central,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Central,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,76466
NA,NA,NA,NA,NA,Central,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,302
NA,NA,NA,NA,NA,Central,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,9445
NA,NA,NA,NA,NA,Central,P18M,Young Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,193
NA,NA,NA,NA,NA,Central,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,2874
NA,NA,NA,NA,NA,Central,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,158668
NA,NA,NA,NA,NA,Central,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,508
NA,NA,NA,NA,NA,Central,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,4598
NA,NA,NA,NA,NA,Central,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,Central,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,235134
NA,NA,NA,NA,NA,Central,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,348786
NA,NA,NA,NA,NA,Central,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,6669
NA,NA,NA,NA,NA,Central,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,7034
NA,NA,NA,NA,NA,Central,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,23
NA,NA,NA,NA,NA,Central,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,96
NA,NA,NA,NA,NA,Central,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,362608
NA,NA,NA,NA,NA,Central,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2011,482
NA,NA,NA,NA,NA,Central,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Central,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Sun Ray,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2011,21996
NA,NA,NA,NA,NA,Sun Ray,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2011,19929
NA,NA,NA,NA,NA,Sun Ray,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2011,7213
NA,NA,NA,NA,NA,Sun Ray,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,27142
NA,NA,NA,NA,NA,Sun Ray,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2011,235455
NA,NA,NA,NA,NA,Sun Ray,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2011,34632
NA,NA,NA,NA,NA,Sun Ray,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,Sun Ray,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,40581
NA,NA,NA,NA,NA,Sun Ray,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Sun Ray,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,84399
NA,NA,NA,NA,NA,Sun Ray,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,272
NA,NA,NA,NA,NA,Sun Ray,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,3323
NA,NA,NA,NA,NA,Sun Ray,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,26
NA,NA,NA,NA,NA,Sun Ray,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,254
NA,NA,NA,NA,NA,Sun Ray,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,123503
NA,NA,NA,NA,NA,Sun Ray,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,98
NA,NA,NA,NA,NA,Sun Ray,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,972
NA,NA,NA,NA,NA,Sun Ray,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,Sun Ray,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,207902
NA,NA,NA,NA,NA,Sun Ray,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,49138
NA,NA,NA,NA,NA,Sun Ray,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,4208
NA,NA,NA,NA,NA,Sun Ray,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,6332
NA,NA,NA,NA,NA,Sun Ray,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,8
NA,NA,NA,NA,NA,Sun Ray,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,97
NA,NA,NA,NA,NA,Sun Ray,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,59783
NA,NA,NA,NA,NA,Sun Ray,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2011,118
NA,NA,NA,NA,NA,Sun Ray,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Sun Ray,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,West 7th Street Popular,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2011,4326
NA,NA,NA,NA,NA,West 7th Street Popular,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2011,3077
NA,NA,NA,NA,NA,West 7th Street Popular,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2011,431
NA,NA,NA,NA,NA,West 7th Street Popular,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,3508
NA,NA,NA,NA,NA,West 7th Street Popular,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2011,46631
NA,NA,NA,NA,NA,West 7th Street Popular,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2011,14638
NA,NA,NA,NA,NA,West 7th Street Popular,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,West 7th Street Popular,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,11358
NA,NA,NA,NA,NA,West 7th Street Popular,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,West 7th Street Popular,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,31585
NA,NA,NA,NA,NA,West 7th Street Popular,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,115
NA,NA,NA,NA,NA,West 7th Street Popular,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,2024
NA,NA,NA,NA,NA,West 7th Street Popular,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,17
NA,NA,NA,NA,NA,West 7th Street Popular,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,165
NA,NA,NA,NA,NA,West 7th Street Popular,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,39208
NA,NA,NA,NA,NA,West 7th Street Popular,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,17
NA,NA,NA,NA,NA,West 7th Street Popular,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,702
NA,NA,NA,NA,NA,West 7th Street Popular,NA,Total Programs,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,West 7th Street Popular,NA,Total Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,West 7th Street Popular,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,West 7th Street Popular,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2011,70793
NA,NA,NA,NA,NA,West 7th Street Popular,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,7924
NA,NA,NA,NA,NA,West 7th Street Popular,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,1127
NA,NA,NA,NA,NA,West 7th Street Popular,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,1264
NA,NA,NA,NA,NA,West 7th Street Popular,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,0
NA,NA,NA,NA,NA,West 7th Street Popular,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2011,93
NA,NA,NA,NA,NA,West 7th Street Popular,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2011,10408
NA,NA,NA,NA,NA,West 7th Street Popular,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2011,15
NA,NA,NA,NA,NA,West 7th Street Popular,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,West 7th Street Popular,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
NA,NA,NA,NA,NA,Arlington Hills,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,18353
NA,NA,NA,NA,NA,Arlington Hills,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,4781
NA,NA,NA,NA,NA,Arlington Hills,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,25610
NA,NA,NA,NA,NA,Arlington Hills,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,P02cM,Total Registered Borrowers/Users,NA,NA,NA,NA,NA,NA,NA,NA,2013,14699
NA,NA,NA,NA,NA,Arlington Hills,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,85399
NA,NA,NA,NA,NA,Arlington Hills,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,P09M,Annual Public Internet Computer Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,23121
NA,NA,NA,NA,NA,Arlington Hills,P15M,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,P16M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,32119
NA,NA,NA,NA,NA,Arlington Hills,P17M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,205
NA,NA,NA,NA,NA,Arlington Hills,P18M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,3276
NA,NA,NA,NA,NA,Arlington Hills,P19M,Young Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,63
NA,NA,NA,NA,NA,Arlington Hills,P20M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1031
NA,NA,NA,NA,NA,Arlington Hills,P21M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,27507
NA,NA,NA,NA,NA,Arlington Hills,P22M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,327
NA,NA,NA,NA,NA,Arlington Hills,P23M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,3063
NA,NA,NA,NA,NA,Arlington Hills,P24M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,P25M,Total Circulation (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,59626
NA,NA,NA,NA,NA,Arlington Hills,P26M,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Arlington Hills,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,27
NA,NA,NA,NA,NA,Arlington Hills,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,5
NA,NA,NA,NA,NA,Dayton's Bluff,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,14457
NA,NA,NA,NA,NA,Dayton's Bluff,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,10729
NA,NA,NA,NA,NA,Dayton's Bluff,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,3275
NA,NA,NA,NA,NA,Dayton's Bluff,P02cM,Total Registered Borrowers,NA,NA,NA,NA,NA,NA,NA,NA,2013,14004
NA,NA,NA,NA,NA,Dayton's Bluff,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,113152
NA,NA,NA,NA,NA,Dayton's Bluff,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,20618
NA,NA,NA,NA,NA,Dayton's Bluff,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P09M,Annual Public Internet Computer Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,19218
NA,NA,NA,NA,NA,Dayton's Bluff,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,32200
NA,NA,NA,NA,NA,Dayton's Bluff,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,86
NA,NA,NA,NA,NA,Dayton's Bluff,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1416
NA,NA,NA,NA,NA,Dayton's Bluff,P18M,Young Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,22
NA,NA,NA,NA,NA,Dayton's Bluff,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,439
NA,NA,NA,NA,NA,Dayton's Bluff,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,37347
NA,NA,NA,NA,NA,Dayton's Bluff,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,281
NA,NA,NA,NA,NA,Dayton's Bluff,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,1976
NA,NA,NA,NA,NA,Dayton's Bluff,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Dayton's Bluff,P24M,Total Circulation (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,69547
NA,NA,NA,NA,NA,Dayton's Bluff,P25M,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,389
NA,NA,NA,NA,NA,Dayton's Bluff,P26M,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,3831
NA,NA,NA,NA,NA,Dayton's Bluff,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,22878
NA,NA,NA,NA,NA,Dayton's Bluff,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,2655
NA,NA,NA,NA,NA,Dayton's Bluff,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,6744
NA,NA,NA,NA,NA,Dayton's Bluff,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,27
NA,NA,NA,NA,NA,Dayton's Bluff,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,9
NA,NA,NA,NA,NA,Dayton's Bluff,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,32313
NA,NA,NA,NA,NA,Dayton's Bluff,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2013,30
NA,NA,NA,NA,NA,Dayton's Bluff,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,27
NA,NA,NA,NA,NA,Dayton's Bluff,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2013,2
NA,NA,NA,NA,NA,Hamline Midway,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2013,15989
NA,NA,NA,NA,NA,Hamline Midway,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2013,9026
NA,NA,NA,NA,NA,Hamline Midway,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2013,1476
NA,NA,NA,NA,NA,Hamline Midway,P02cM,Total Registered Borrowers,NA,NA,NA,NA,NA,NA,NA,NA,2013,10502
NA,NA,NA,NA,NA,Hamline Midway,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2013,88961
NA,NA,NA,NA,NA,Hamline Midway,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2013,13858
NA,NA,NA,NA,NA,Hamline Midway,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
NA,NA,NA,NA,NA,Hamline Midway,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2013,11897
NA,NA,NA,NA,NA,Hamline Midway,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,45500
NA,NA,NA,NA,NA,Hamline Midway,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,125
NA,NA,NA,NA,NA,Hamline Midway,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,2963
NA,NA,NA,NA,NA,Hamline Midway,P18M,Young Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,18
NA,NA,NA,NA,NA,Hamline Midway,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,210
NA,NA,NA,NA,NA,Hamline Midway,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,48363
NA,NA,NA,NA,NA,Hamline Midway,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2013,58
NA,NA,NA,NA,NA,Hamline Midway,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2013,773
NA,NA,NA,NA,NA,Hamline Midway,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,0
NA,NA,NA,NA,NA,Hamline Midway,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2013,93863
NA,NA,NA,NA,NA,Hamline Midway,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,201
NA,NA,NA,NA,NA,Hamline Midway,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2013,3946
NA,NA,NA,NA,NA,Hamline Midway,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,20322
NA,NA,NA,NA,NA,Hamline Midway,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,2662
NA,NA,NA,NA,NA,Hamline Midway,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,3455
NA,NA,NA,NA,NA,Hamline Midway,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2013,2
